conjunction_id,creation_date,tags,miss_distance,target_along_track,target_radial,target_cross_track,chaser_along_track,chaser_radial,chaser_cross_track,relative_position_n,relative_position_r,relative_position_t
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-20 17:53:45+00:00,"{cdm,ephemeris_target_chaser,enriched}",16021.0,11745.61742466103,45.50862853999248,1.2721205710456829,15431.9269295881,45.18697300111467,82.80145845279587,-14122.8,-386.1,-7555.5
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-21 00:17:57+00:00,"{cdm,ephemeris_target,enriched}",11993.0,7627.7890393824555,40.00911151217562,0.8290821392068694,18207.47326576119,99.88503836401648,29.387490006629875,-10569.8,-436.6,-5651.6
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-21 00:22:45+00:00,"{cdm,ephemeris_target_chaser,enriched}",15473.0,7627.82525016103,40.013750076272295,0.8263916286448212,15431.935886336716,45.18702456576876,82.80147318907578,-13641.1,-384.6,-7294.1
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-21 08:41:07+00:00,"{cdm,ephemeris_target_chaser,enriched}",16359.0,7627.834477442447,40.014931218819406,0.8257052630485662,9436.885277597548,18.42910800401542,71.26702340664603,-14421.3,-414.2,-7713.4
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-21 17:44:36+00:00,"{cdm,ephemeris_target_chaser,enriched}",17901.0,7627.850506164236,40.01698214939928,0.8245122319111036,7026.128934348778,14.247451415117734,65.2115191438421,-15781.9,-414.8,-8439.1
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-22 00:28:36+00:00,"{cdm,ephemeris_target,enriched}",17922.0,3428.5994332313435,26.192421162421933,0.7485367222015195,5551.871515406007,53.11792802086121,26.506440420235005,-15797.8,-425.1,-8454.5
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-22 01:06:55+00:00,"{cdm,ephemeris_target_chaser,enriched}",15356.0,3428.582231986952,26.190289264259427,0.748295388055889,7026.156195255919,14.247465131943615,65.21159485168798,-13536.8,-421.7,-7238.6
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-22 08:41:13+00:00,"{cdm,ephemeris_target_chaser,enriched}",15725.0,3428.5846974390306,26.19059491172293,0.7483299687254478,3374.876530376123,24.324581064296986,52.50462110210925,-13859.5,-454.2,-7416.0
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-22 14:10:40+00:00,"{cdm,ephemeris_target_chaser,enriched}",15725.0,3428.5847047442053,26.190595817320776,0.7483300711934464,3374.876537932345,24.324581005261386,52.50462113663114,-13858.6,-454.2,-7417.8
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-22 16:24:14+00:00,"{cdm,ephemeris_target_chaser,enriched}",15858.0,3428.5855812000536,26.190704466760568,0.7483423652363612,1272.9587123850263,32.79182209962239,45.15870222635553,-13977.2,-450.6,-7478.7
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-22 17:46:20+00:00,"{cdm,ephemeris_target_chaser,enriched}",15858.0,3428.5855673105084,26.190702744976527,0.7483421704044984,1272.958710035263,32.79182219881347,45.15870215857272,-13979.0,-450.6,-7475.2
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-22 19:28:45+00:00,"{cdm,ephemeris_target_chaser,enriched}",16175.0,973.0420647250069,13.76202043936672,0.708264038163609,1272.9583511786059,32.791837347331544,45.15869180674573,-14258.9,-445.4,-7625.2
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-22 19:41:11+00:00,"{cdm,ephemeris_target,enriched}",17121.0,973.0453363528632,13.762396645095787,0.708271643805085,2774.855349569245,38.06790123889048,24.861440277986468,-15093.5,-429.2,-8070.7
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-23 01:35:01+00:00,"{cdm,ephemeris_target_chaser,enriched}",16041.0,973.0416100244441,13.761968147712503,0.7082629815291678,1195.4412530428351,44.1893801627335,38.322906778486725,-14139.2,-449.8,-7563.8
01HY2BBXRE9B3T57PHRHHCP6XE,2024-05-23 08:43:08+00:00,"{cdm,ephemeris_target_chaser,enriched}",16221.0,973.0422148723386,13.762037706377054,0.7082643870989295,1431.8065424982074,58.66053263863601,31.301072869164376,-14298.7,-446.2,-7647.6
